JOBID;ST;NODES;CPUS;ACCOUNT;USER
53688658;PD;1;4;bradley_r;chewgl
53688659;PD;1;4;bradley_r;chewgl
53688660;PD;1;4;bradley_r;chewgl
53688661;PD;1;4;bradley_r;chewgl
53688662;PD;1;4;bradley_r;chewgl
53688663;PD;1;4;bradley_r;chewgl
53688664;PD;1;4;bradley_r;chewgl
53688665;PD;1;4;bradley_r;chewgl
53688666;PD;1;4;bradley_r;chewgl
53688667;PD;1;4;bradley_r;chewgl
53688668;PD;1;4;bradley_r;chewgl
53688669;PD;1;4;bradley_r;chewgl
53688670;PD;1;4;bradley_r;chewgl
53688671;PD;1;4;bradley_r;chewgl
53688672;PD;1;4;bradley_r;chewgl
53688673;PD;1;4;bradley_r;chewgl
53688674;PD;1;4;bradley_r;chewgl
53688675;PD;1;4;bradley_r;chewgl
53688676;PD;1;4;bradley_r;chewgl
53688677;PD;1;4;bradley_r;chewgl
53688678;PD;1;4;bradley_r;chewgl
53688679;PD;1;4;bradley_r;chewgl
53688680;PD;1;4;bradley_r;chewgl
53688681;PD;1;4;bradley_r;chewgl
53688682;PD;1;4;bradley_r;chewgl
53688683;PD;1;4;bradley_r;chewgl
53688684;PD;1;4;bradley_r;chewgl
53688685;PD;1;4;bradley_r;chewgl
53688686;PD;1;4;bradley_r;chewgl
53688687;PD;1;4;bradley_r;chewgl
53688688;PD;1;4;bradley_r;chewgl
53688689;PD;1;4;bradley_r;chewgl
53688690;PD;1;4;bradley_r;chewgl
53688691;PD;1;4;bradley_r;chewgl
53688692;PD;1;4;bradley_r;chewgl
53688693;PD;1;4;bradley_r;chewgl
53688694;PD;1;4;bradley_r;chewgl
53688695;PD;1;4;bradley_r;chewgl
53688696;PD;1;4;bradley_r;chewgl
53688697;PD;1;4;bradley_r;chewgl
53688698;PD;1;4;bradley_r;chewgl
53688699;PD;1;4;bradley_r;chewgl
53688700;PD;1;4;bradley_r;chewgl
53688701;PD;1;4;bradley_r;chewgl
53688702;PD;1;4;bradley_r;chewgl
53688703;PD;1;4;bradley_r;chewgl
53688704;PD;1;4;bradley_r;chewgl
53688705;PD;1;4;bradley_r;chewgl
53688706;PD;1;4;bradley_r;chewgl
53688707;PD;1;4;bradley_r;chewgl
53688708;PD;1;4;bradley_r;chewgl
53688709;PD;1;4;bradley_r;chewgl
53688710;PD;1;4;bradley_r;chewgl
53688711;PD;1;4;bradley_r;chewgl
53688712;PD;1;4;bradley_r;chewgl
53688713;PD;1;4;bradley_r;chewgl
53688714;PD;1;4;bradley_r;chewgl
53688715;PD;1;4;bradley_r;chewgl
53688716;PD;1;4;bradley_r;chewgl
53688717;PD;1;4;bradley_r;chewgl
53688718;PD;1;4;bradley_r;chewgl
53688719;PD;1;4;bradley_r;chewgl
53688720;PD;1;4;bradley_r;chewgl
53688721;PD;1;4;bradley_r;chewgl
53688722;PD;1;4;bradley_r;chewgl
53688723;PD;1;4;bradley_r;chewgl
53688724;PD;1;4;bradley_r;chewgl
53688725;PD;1;4;bradley_r;chewgl
53688726;PD;1;4;bradley_r;chewgl
53688727;PD;1;4;bradley_r;chewgl
53688728;PD;1;4;bradley_r;chewgl
53688729;PD;1;4;bradley_r;chewgl
53688730;PD;1;4;bradley_r;chewgl
53688731;PD;1;4;bradley_r;chewgl
53688732;PD;1;4;bradley_r;chewgl
53688733;PD;1;4;bradley_r;chewgl
53688734;PD;1;4;bradley_r;chewgl
53688735;PD;1;4;bradley_r;chewgl
53688736;PD;1;4;bradley_r;chewgl
53688737;PD;1;4;bradley_r;chewgl
53688738;PD;1;4;bradley_r;chewgl
53688739;PD;1;4;bradley_r;chewgl
53688740;PD;1;4;bradley_r;chewgl
53688741;PD;1;4;bradley_r;chewgl
53688742;PD;1;4;bradley_r;chewgl
53688743;PD;1;4;bradley_r;chewgl
53688744;PD;1;4;bradley_r;chewgl
53688745;PD;1;4;bradley_r;chewgl
53688746;PD;1;4;bradley_r;chewgl
53688747;PD;1;4;bradley_r;chewgl
53688748;PD;1;4;bradley_r;chewgl
53688749;PD;1;4;bradley_r;chewgl
53688750;PD;1;4;bradley_r;chewgl
53688751;PD;1;4;bradley_r;chewgl
53688752;PD;1;4;bradley_r;chewgl
53688753;PD;1;4;bradley_r;chewgl
53688754;PD;1;4;bradley_r;chewgl
53688755;PD;1;4;bradley_r;chewgl
53688756;PD;1;4;bradley_r;chewgl
53688757;PD;1;4;bradley_r;chewgl
53688758;PD;1;4;bradley_r;chewgl
53688759;PD;1;4;bradley_r;chewgl
53688760;PD;1;4;bradley_r;chewgl
53688761;PD;1;4;bradley_r;chewgl
53688762;PD;1;4;bradley_r;chewgl
53688763;PD;1;4;bradley_r;chewgl
53688764;PD;1;4;bradley_r;chewgl
53688765;PD;1;4;bradley_r;chewgl
53688766;PD;1;4;bradley_r;chewgl
53688767;PD;1;4;bradley_r;chewgl
53688768;PD;1;4;bradley_r;chewgl
53688769;PD;1;4;bradley_r;chewgl
53688770;PD;1;4;bradley_r;chewgl
53688771;PD;1;4;bradley_r;chewgl
53688772;PD;1;4;bradley_r;chewgl
53688773;PD;1;4;bradley_r;chewgl
53688774;PD;1;4;bradley_r;chewgl
53688775;PD;1;4;bradley_r;chewgl
53688776;PD;1;4;bradley_r;chewgl
53688777;PD;1;4;bradley_r;chewgl
53688778;PD;1;4;bradley_r;chewgl
53688779;PD;1;4;bradley_r;chewgl
53688780;PD;1;4;bradley_r;chewgl
53688781;PD;1;4;bradley_r;chewgl
53688782;PD;1;4;bradley_r;chewgl
53688783;PD;1;4;bradley_r;chewgl
53688784;PD;1;4;bradley_r;chewgl
53688785;PD;1;4;bradley_r;chewgl
53688786;PD;1;4;bradley_r;chewgl
53688787;PD;1;4;bradley_r;chewgl
53688788;PD;1;4;bradley_r;chewgl
53688789;PD;1;4;bradley_r;chewgl
53688790;PD;1;4;bradley_r;chewgl
53688791;PD;1;4;bradley_r;chewgl
53688792;PD;1;4;bradley_r;chewgl
53688793;PD;1;4;bradley_r;chewgl
53688794;PD;1;4;bradley_r;chewgl
53688795;PD;1;4;bradley_r;chewgl
53688796;PD;1;4;bradley_r;chewgl
53688797;PD;1;4;bradley_r;chewgl
53688798;PD;1;4;bradley_r;chewgl
53688799;PD;1;4;bradley_r;chewgl
53688800;PD;1;4;bradley_r;chewgl
53688801;PD;1;4;bradley_r;chewgl
53688802;PD;1;4;bradley_r;chewgl
53688803;PD;1;4;bradley_r;chewgl
53688804;PD;1;4;bradley_r;chewgl
53688805;PD;1;4;bradley_r;chewgl
53688806;PD;1;4;bradley_r;chewgl
53688807;PD;1;4;bradley_r;chewgl
53688808;PD;1;4;bradley_r;chewgl
53688809;PD;1;4;bradley_r;chewgl
53688810;PD;1;4;bradley_r;chewgl
53688811;PD;1;4;bradley_r;chewgl
53688812;PD;1;4;bradley_r;chewgl
53688813;PD;1;4;bradley_r;chewgl
53688814;PD;1;4;bradley_r;chewgl
53688815;PD;1;4;bradley_r;chewgl
53688816;PD;1;4;bradley_r;chewgl
53688817;PD;1;4;bradley_r;chewgl
53688818;PD;1;4;bradley_r;chewgl
53688819;PD;1;4;bradley_r;chewgl
53688820;PD;1;4;bradley_r;chewgl
53688821;PD;1;4;bradley_r;chewgl
53688822;PD;1;4;bradley_r;chewgl
53688823;PD;1;4;bradley_r;chewgl
53688824;PD;1;4;bradley_r;chewgl
53688825;PD;1;4;bradley_r;chewgl
53688826;PD;1;4;bradley_r;chewgl
53688827;PD;1;4;bradley_r;chewgl
53688828;PD;1;4;bradley_r;chewgl
53688829;PD;1;4;bradley_r;chewgl
53688830;PD;1;4;bradley_r;chewgl
53688831;PD;1;4;bradley_r;chewgl
53688832;PD;1;4;bradley_r;chewgl
53688833;PD;1;4;bradley_r;chewgl
53688834;PD;1;4;bradley_r;chewgl
53688835;PD;1;4;bradley_r;chewgl
53688836;PD;1;4;bradley_r;chewgl
53688837;PD;1;4;bradley_r;chewgl
53688838;PD;1;4;bradley_r;chewgl
53688839;PD;1;4;bradley_r;chewgl
53688840;PD;1;4;bradley_r;chewgl
53688841;PD;1;4;bradley_r;chewgl
53688842;PD;1;4;bradley_r;chewgl
53688843;PD;1;4;bradley_r;chewgl
53688844;PD;1;4;bradley_r;chewgl
53688845;PD;1;4;bradley_r;chewgl
53688846;PD;1;4;bradley_r;chewgl
53688847;PD;1;4;bradley_r;chewgl
53688848;PD;1;4;bradley_r;chewgl
53688849;PD;1;4;bradley_r;chewgl
53688850;PD;1;4;bradley_r;chewgl
53688851;PD;1;4;bradley_r;chewgl
53688852;PD;1;4;bradley_r;chewgl
53688853;PD;1;4;bradley_r;chewgl
53688854;PD;1;4;bradley_r;chewgl
53688855;PD;1;4;bradley_r;chewgl
53688856;PD;1;4;bradley_r;chewgl
53688857;PD;1;4;bradley_r;chewgl
53688858;PD;1;4;bradley_r;chewgl
53688859;PD;1;4;bradley_r;chewgl
53688860;PD;1;4;bradley_r;chewgl
53688861;PD;1;4;bradley_r;chewgl
53688862;PD;1;4;bradley_r;chewgl
53688863;PD;1;4;bradley_r;chewgl
53688864;PD;1;4;bradley_r;chewgl
53688865;PD;1;4;bradley_r;chewgl
53688866;PD;1;4;bradley_r;chewgl
53688867;PD;1;4;bradley_r;chewgl
53688868;PD;1;4;bradley_r;chewgl
53688869;PD;1;4;bradley_r;chewgl
53688870;PD;1;4;bradley_r;chewgl
53688871;PD;1;4;bradley_r;chewgl
53688872;PD;1;4;bradley_r;chewgl
53688873;PD;1;4;bradley_r;chewgl
53688874;PD;1;4;bradley_r;chewgl
53688875;PD;1;4;bradley_r;chewgl
53688876;PD;1;4;bradley_r;chewgl
53688877;PD;1;4;bradley_r;chewgl
53688878;PD;1;4;bradley_r;chewgl
53688879;PD;1;4;bradley_r;chewgl
53688880;PD;1;4;bradley_r;chewgl
53688881;PD;1;4;bradley_r;chewgl
53688882;PD;1;4;bradley_r;chewgl
53688883;PD;1;4;bradley_r;chewgl
53688884;PD;1;4;bradley_r;chewgl
53688885;PD;1;4;bradley_r;chewgl
53688886;PD;1;4;bradley_r;chewgl
53688887;PD;1;4;bradley_r;chewgl
53688888;PD;1;4;bradley_r;chewgl
53688889;PD;1;4;bradley_r;chewgl
53688890;PD;1;4;bradley_r;chewgl
53688891;PD;1;4;bradley_r;chewgl
53688892;PD;1;4;bradley_r;chewgl
53688893;PD;1;4;bradley_r;chewgl
53688894;PD;1;4;bradley_r;chewgl
53688895;PD;1;4;bradley_r;chewgl
53688896;PD;1;4;bradley_r;chewgl
53688897;PD;1;4;bradley_r;chewgl
53688898;PD;1;4;bradley_r;chewgl
53688899;PD;1;4;bradley_r;chewgl
53688900;PD;1;4;bradley_r;chewgl
53688901;PD;1;4;bradley_r;chewgl
53688902;PD;1;4;bradley_r;chewgl
53688903;PD;1;4;bradley_r;chewgl
53688904;PD;1;4;bradley_r;chewgl
53688905;PD;1;4;bradley_r;chewgl
53688906;PD;1;4;bradley_r;chewgl
53688907;PD;1;4;bradley_r;chewgl
53688908;PD;1;4;bradley_r;chewgl
53688909;PD;1;4;bradley_r;chewgl
53688910;PD;1;4;bradley_r;chewgl
53688911;PD;1;4;bradley_r;chewgl
53688912;PD;1;4;bradley_r;chewgl
53688913;PD;1;4;bradley_r;chewgl
53688914;PD;1;4;bradley_r;chewgl
53688915;PD;1;4;bradley_r;chewgl
53688916;PD;1;4;bradley_r;chewgl
53688917;PD;1;4;bradley_r;chewgl
53688918;PD;1;4;bradley_r;chewgl
53688919;PD;1;4;bradley_r;chewgl
53688920;PD;1;4;bradley_r;chewgl
53688921;PD;1;4;bradley_r;chewgl
53688922;PD;1;4;bradley_r;chewgl
53688923;PD;1;4;bradley_r;chewgl
53688924;PD;1;4;bradley_r;chewgl
53688925;PD;1;4;bradley_r;chewgl
53688926;PD;1;4;bradley_r;chewgl
53688927;PD;1;4;bradley_r;chewgl
53688928;PD;1;4;bradley_r;chewgl
53688929;PD;1;4;bradley_r;chewgl
53688930;PD;1;4;bradley_r;chewgl
53688931;PD;1;4;bradley_r;chewgl
53688932;PD;1;4;bradley_r;chewgl
53688933;PD;1;4;bradley_r;chewgl
53688934;PD;1;4;bradley_r;chewgl
53688935;PD;1;4;bradley_r;chewgl
53688936;PD;1;4;bradley_r;chewgl
53688937;PD;1;4;bradley_r;chewgl
53688938;PD;1;4;bradley_r;chewgl
53688939;PD;1;4;bradley_r;chewgl
53688940;PD;1;4;bradley_r;chewgl
53688941;PD;1;4;bradley_r;chewgl
53688942;PD;1;4;bradley_r;chewgl
53688943;PD;1;4;bradley_r;chewgl
53688944;PD;1;4;bradley_r;chewgl
53688945;PD;1;4;bradley_r;chewgl
53688946;PD;1;4;bradley_r;chewgl
53688947;PD;1;4;bradley_r;chewgl
53688948;PD;1;4;bradley_r;chewgl
53688949;PD;1;4;bradley_r;chewgl
53688950;PD;1;4;bradley_r;chewgl
53688951;PD;1;4;bradley_r;chewgl
53688952;PD;1;4;bradley_r;chewgl
53688953;PD;1;4;bradley_r;chewgl
53688954;PD;1;4;bradley_r;chewgl
53688955;PD;1;4;bradley_r;chewgl
53688956;PD;1;4;bradley_r;chewgl
53688957;PD;1;4;bradley_r;chewgl
53688958;PD;1;4;bradley_r;chewgl
53688959;PD;1;4;bradley_r;chewgl
53688960;PD;1;4;bradley_r;chewgl
53688961;PD;1;4;bradley_r;chewgl
53688962;PD;1;4;bradley_r;chewgl
53688963;PD;1;4;bradley_r;chewgl
53688964;PD;1;4;bradley_r;chewgl
53688965;PD;1;4;bradley_r;chewgl
53688966;PD;1;4;bradley_r;chewgl
53688967;PD;1;4;bradley_r;chewgl
53688968;PD;1;4;bradley_r;chewgl
53688969;PD;1;4;bradley_r;chewgl
53688970;PD;1;4;bradley_r;chewgl
53688971;PD;1;4;bradley_r;chewgl
53688972;PD;1;4;bradley_r;chewgl
53688973;PD;1;4;bradley_r;chewgl
53688974;PD;1;4;bradley_r;chewgl
53688975;PD;1;4;bradley_r;chewgl
53688976;PD;1;4;bradley_r;chewgl
53688977;PD;1;4;bradley_r;chewgl
53688978;PD;1;4;bradley_r;chewgl
53688979;PD;1;4;bradley_r;chewgl
53688980;PD;1;4;bradley_r;chewgl
53688981;PD;1;4;bradley_r;chewgl
53688982;PD;1;4;bradley_r;chewgl
53688983;PD;1;4;bradley_r;chewgl
53688984;PD;1;4;bradley_r;chewgl
53688985;PD;1;4;bradley_r;chewgl
53688986;PD;1;4;bradley_r;chewgl
53688987;PD;1;4;bradley_r;chewgl
53688988;PD;1;4;bradley_r;chewgl
53688989;PD;1;4;bradley_r;chewgl
53688990;PD;1;4;bradley_r;chewgl
53688991;PD;1;4;bradley_r;chewgl
53688992;PD;1;4;bradley_r;chewgl
53688993;PD;1;4;bradley_r;chewgl
53688994;PD;1;4;bradley_r;chewgl
53688995;PD;1;4;bradley_r;chewgl
53688996;PD;1;4;bradley_r;chewgl
53688997;PD;1;4;bradley_r;chewgl
53688998;PD;1;4;bradley_r;chewgl
53688999;PD;1;4;bradley_r;chewgl
53689000;PD;1;4;bradley_r;chewgl
53689001;PD;1;4;bradley_r;chewgl
53689002;PD;1;4;bradley_r;chewgl
53689003;PD;1;4;bradley_r;chewgl
53689004;PD;1;4;bradley_r;chewgl
53689005;PD;1;4;bradley_r;chewgl
53689006;PD;1;4;bradley_r;chewgl
53689007;PD;1;4;bradley_r;chewgl
53689008;PD;1;4;bradley_r;chewgl
53689009;PD;1;4;bradley_r;chewgl
53689010;PD;1;4;bradley_r;chewgl
53689011;PD;1;4;bradley_r;chewgl
53689012;PD;1;4;bradley_r;chewgl
53689013;PD;1;4;bradley_r;chewgl
53689014;PD;1;4;bradley_r;chewgl
53689015;PD;1;4;bradley_r;chewgl
53689016;PD;1;4;bradley_r;chewgl
53689017;PD;1;4;bradley_r;chewgl
53689018;PD;1;4;bradley_r;chewgl
53689019;PD;1;4;bradley_r;chewgl
53689020;PD;1;4;bradley_r;chewgl
53689021;PD;1;4;bradley_r;chewgl
53689022;PD;1;4;bradley_r;chewgl
53689023;PD;1;4;bradley_r;chewgl
53689024;PD;1;4;bradley_r;chewgl
53689025;PD;1;4;bradley_r;chewgl
53689026;PD;1;4;bradley_r;chewgl
53689027;PD;1;4;bradley_r;chewgl
53689028;PD;1;4;bradley_r;chewgl
53689029;PD;1;4;bradley_r;chewgl
53689030;PD;1;4;bradley_r;chewgl
53689031;PD;1;4;bradley_r;chewgl
53689032;PD;1;4;bradley_r;chewgl
53689033;PD;1;4;bradley_r;chewgl
53689034;PD;1;4;bradley_r;chewgl
53689035;PD;1;4;bradley_r;chewgl
53689036;PD;1;4;bradley_r;chewgl
53689037;PD;1;4;bradley_r;chewgl
53689038;PD;1;4;bradley_r;chewgl
53689039;PD;1;4;bradley_r;chewgl
53689040;PD;1;4;bradley_r;chewgl
53689041;PD;1;4;bradley_r;chewgl
53689042;PD;1;4;bradley_r;chewgl
53689043;PD;1;4;bradley_r;chewgl
53689044;PD;1;4;bradley_r;chewgl
53689045;PD;1;4;bradley_r;chewgl
53689046;PD;1;4;bradley_r;chewgl
53689047;PD;1;4;bradley_r;chewgl
53689048;PD;1;4;bradley_r;chewgl
53689049;PD;1;4;bradley_r;chewgl
53689050;PD;1;4;bradley_r;chewgl
53689051;PD;1;4;bradley_r;chewgl
53689052;PD;1;4;bradley_r;chewgl
53689053;PD;1;4;bradley_r;chewgl
53689054;PD;1;4;bradley_r;chewgl
53689055;PD;1;4;bradley_r;chewgl
53689056;PD;1;4;bradley_r;chewgl
53689057;PD;1;4;bradley_r;chewgl
53689058;PD;1;4;bradley_r;chewgl
53689059;PD;1;4;bradley_r;chewgl
53689060;PD;1;4;bradley_r;chewgl
53689061;PD;1;4;bradley_r;chewgl
53689062;PD;1;4;bradley_r;chewgl
53689063;PD;1;4;bradley_r;chewgl
53689064;PD;1;4;bradley_r;chewgl
53689065;PD;1;4;bradley_r;chewgl
53689066;PD;1;4;bradley_r;chewgl
53689067;PD;1;4;bradley_r;chewgl
53689068;PD;1;4;bradley_r;chewgl
53689069;PD;1;4;bradley_r;chewgl
53689070;PD;1;4;bradley_r;chewgl
53689071;PD;1;4;bradley_r;chewgl
53689072;PD;1;4;bradley_r;chewgl
53689073;PD;1;4;bradley_r;chewgl
53689074;PD;1;4;bradley_r;chewgl
53689075;PD;1;4;bradley_r;chewgl
53689076;PD;1;4;bradley_r;chewgl
53689077;PD;1;4;bradley_r;chewgl
53689078;PD;1;4;bradley_r;chewgl
53689079;PD;1;4;bradley_r;chewgl
53689080;PD;1;4;bradley_r;chewgl
53689081;PD;1;4;bradley_r;chewgl
53689082;PD;1;4;bradley_r;chewgl
53689083;PD;1;4;bradley_r;chewgl
53689084;PD;1;4;bradley_r;chewgl
53689085;PD;1;4;bradley_r;chewgl
53689086;PD;1;4;bradley_r;chewgl
53689087;PD;1;4;bradley_r;chewgl
53689088;PD;1;4;bradley_r;chewgl
53689089;PD;1;4;bradley_r;chewgl
53689090;PD;1;4;bradley_r;chewgl
53689091;PD;1;4;bradley_r;chewgl
53689092;PD;1;4;bradley_r;chewgl
53689093;PD;1;4;bradley_r;chewgl
53689094;PD;1;4;bradley_r;chewgl
53689095;PD;1;4;bradley_r;chewgl
53689096;PD;1;4;bradley_r;chewgl
53689097;PD;1;4;bradley_r;chewgl
53689098;PD;1;4;bradley_r;chewgl
53689099;PD;1;4;bradley_r;chewgl
53689100;PD;1;4;bradley_r;chewgl
53689101;PD;1;4;bradley_r;chewgl
53689102;PD;1;4;bradley_r;chewgl
53689103;PD;1;4;bradley_r;chewgl
53689104;PD;1;4;bradley_r;chewgl
53689105;PD;1;4;bradley_r;chewgl
53689106;PD;1;4;bradley_r;chewgl
53689107;PD;1;4;bradley_r;chewgl
53689108;PD;1;4;bradley_r;chewgl
53689109;PD;1;4;bradley_r;chewgl
53689110;PD;1;4;bradley_r;chewgl
53689111;PD;1;4;bradley_r;chewgl
53689112;PD;1;4;bradley_r;chewgl
53689113;PD;1;4;bradley_r;chewgl
53689114;PD;1;4;bradley_r;chewgl
53689115;PD;1;4;bradley_r;chewgl
53689116;PD;1;4;bradley_r;chewgl
53689117;PD;1;4;bradley_r;chewgl
53689118;PD;1;4;bradley_r;chewgl
53689119;PD;1;4;bradley_r;chewgl
53689120;PD;1;4;bradley_r;chewgl
53689121;PD;1;4;bradley_r;chewgl
53689122;PD;1;4;bradley_r;chewgl
53689123;PD;1;4;bradley_r;chewgl
53689124;PD;1;4;bradley_r;chewgl
53689125;PD;1;4;bradley_r;chewgl
53689126;PD;1;4;bradley_r;chewgl
53689127;PD;1;4;bradley_r;chewgl
53689128;PD;1;4;bradley_r;chewgl
53689129;PD;1;4;bradley_r;chewgl
53689130;PD;1;4;bradley_r;chewgl
53689131;PD;1;4;bradley_r;chewgl
53689132;PD;1;4;bradley_r;chewgl
53689133;PD;1;4;bradley_r;chewgl
53689134;PD;1;4;bradley_r;chewgl
53689135;PD;1;4;bradley_r;chewgl
53689136;PD;1;4;bradley_r;chewgl
53689137;PD;1;4;bradley_r;chewgl
53689138;PD;1;4;bradley_r;chewgl
53689139;PD;1;4;bradley_r;chewgl
53689140;PD;1;4;bradley_r;chewgl
53689141;PD;1;4;bradley_r;chewgl
53689142;PD;1;4;bradley_r;chewgl
53689143;PD;1;4;bradley_r;chewgl
53689144;PD;1;4;bradley_r;chewgl
53689145;PD;1;4;bradley_r;chewgl
53689146;PD;1;4;bradley_r;chewgl
53689147;PD;1;4;bradley_r;chewgl
53689148;PD;1;4;bradley_r;chewgl
53689149;PD;1;4;bradley_r;chewgl
53689150;PD;1;4;bradley_r;chewgl
53689151;PD;1;4;bradley_r;chewgl
53689152;PD;1;4;bradley_r;chewgl
53689153;PD;1;4;bradley_r;chewgl
53689154;PD;1;4;bradley_r;chewgl
53689155;PD;1;4;bradley_r;chewgl
53689156;PD;1;4;bradley_r;chewgl
53689157;PD;1;4;bradley_r;chewgl
53689158;PD;1;4;bradley_r;chewgl
53689159;PD;1;4;bradley_r;chewgl
53689160;PD;1;4;bradley_r;chewgl
53689161;PD;1;4;bradley_r;chewgl
53689162;PD;1;4;bradley_r;chewgl
53689163;PD;1;4;bradley_r;chewgl
53689164;PD;1;4;bradley_r;chewgl
53689165;PD;1;4;bradley_r;chewgl
53689166;PD;1;4;bradley_r;chewgl
53689167;PD;1;4;bradley_r;chewgl
53689168;PD;1;4;bradley_r;chewgl
53689169;PD;1;4;bradley_r;chewgl
53689170;PD;1;4;bradley_r;chewgl
53689171;PD;1;4;bradley_r;chewgl
53689172;PD;1;4;bradley_r;chewgl
53689173;PD;1;4;bradley_r;chewgl
53689174;PD;1;4;bradley_r;chewgl
53689175;PD;1;4;bradley_r;chewgl
53689176;PD;1;4;bradley_r;chewgl
53689177;PD;1;4;bradley_r;chewgl
53689178;PD;1;4;bradley_r;chewgl
53689179;PD;1;4;bradley_r;chewgl
53689180;PD;1;4;bradley_r;chewgl
53689181;PD;1;4;bradley_r;chewgl
53689182;PD;1;4;bradley_r;chewgl
53689183;PD;1;4;bradley_r;chewgl
53689184;PD;1;4;bradley_r;chewgl
53689185;PD;1;4;bradley_r;chewgl
53689186;PD;1;4;bradley_r;chewgl
53689187;PD;1;4;bradley_r;chewgl
53689188;PD;1;4;bradley_r;chewgl
53689189;PD;1;4;bradley_r;chewgl
53689190;PD;1;4;bradley_r;chewgl
53689191;PD;1;4;bradley_r;chewgl
53689192;PD;1;4;bradley_r;chewgl
53689193;PD;1;4;bradley_r;chewgl
53689194;PD;1;4;bradley_r;chewgl
53689195;PD;1;4;bradley_r;chewgl
53689196;PD;1;4;bradley_r;chewgl
53689197;PD;1;4;bradley_r;chewgl
53689198;PD;1;4;bradley_r;chewgl
53689199;PD;1;4;bradley_r;chewgl
53689200;PD;1;4;bradley_r;chewgl
53689201;PD;1;4;bradley_r;chewgl
53689202;PD;1;4;bradley_r;chewgl
53689203;PD;1;4;bradley_r;chewgl
53689204;PD;1;4;bradley_r;chewgl
53689205;PD;1;4;bradley_r;chewgl
53689206;PD;1;4;bradley_r;chewgl
53689207;PD;1;4;bradley_r;chewgl
53689208;PD;1;4;bradley_r;chewgl
53689209;PD;1;4;bradley_r;chewgl
53689210;PD;1;4;bradley_r;chewgl
53689211;PD;1;4;bradley_r;chewgl
53689212;PD;1;4;bradley_r;chewgl
53689213;PD;1;4;bradley_r;chewgl
53689214;PD;1;4;bradley_r;chewgl
53689215;PD;1;4;bradley_r;chewgl
53689216;PD;1;4;bradley_r;chewgl
53689217;PD;1;4;bradley_r;chewgl
53689218;PD;1;4;bradley_r;chewgl
53689219;PD;1;4;bradley_r;chewgl
53689220;PD;1;4;bradley_r;chewgl
53689221;PD;1;4;bradley_r;chewgl
53689222;PD;1;4;bradley_r;chewgl
53689223;PD;1;4;bradley_r;chewgl
53689224;PD;1;4;bradley_r;chewgl
53689225;PD;1;4;bradley_r;chewgl
53689226;PD;1;4;bradley_r;chewgl
53689227;PD;1;4;bradley_r;chewgl
53689228;PD;1;4;bradley_r;chewgl
53689229;PD;1;4;bradley_r;chewgl
53689230;PD;1;4;bradley_r;chewgl
53689231;PD;1;4;bradley_r;chewgl
53689232;PD;1;4;bradley_r;chewgl
53689233;PD;1;4;bradley_r;chewgl
53689234;PD;1;4;bradley_r;chewgl
53689235;PD;1;4;bradley_r;chewgl
53689236;PD;1;4;bradley_r;chewgl
53689237;PD;1;4;bradley_r;chewgl
53689238;PD;1;4;bradley_r;chewgl
53689239;PD;1;4;bradley_r;chewgl
53689240;PD;1;4;bradley_r;chewgl
53689241;PD;1;4;bradley_r;chewgl
53689242;PD;1;4;bradley_r;chewgl
53689243;PD;1;4;bradley_r;chewgl
53689244;PD;1;4;bradley_r;chewgl
53689245;PD;1;4;bradley_r;chewgl
53689246;PD;1;4;bradley_r;chewgl
53689247;PD;1;4;bradley_r;chewgl
53689248;PD;1;4;bradley_r;chewgl
53689249;PD;1;4;bradley_r;chewgl
53689250;PD;1;4;bradley_r;chewgl
53689251;PD;1;4;bradley_r;chewgl
53689252;PD;1;4;bradley_r;chewgl
53689253;PD;1;4;bradley_r;chewgl
53689254;PD;1;4;bradley_r;chewgl
53689255;PD;1;4;bradley_r;chewgl
53689256;PD;1;4;bradley_r;chewgl
53689257;PD;1;4;bradley_r;chewgl
53689258;PD;1;4;bradley_r;chewgl
53689259;PD;1;4;bradley_r;chewgl
53689260;PD;1;4;bradley_r;chewgl
53689261;PD;1;4;bradley_r;chewgl
53689262;PD;1;4;bradley_r;chewgl
53689263;PD;1;4;bradley_r;chewgl
53689264;PD;1;4;bradley_r;chewgl
53689265;PD;1;4;bradley_r;chewgl
53689266;PD;1;4;bradley_r;chewgl
53689267;PD;1;4;bradley_r;chewgl
53689268;PD;1;4;bradley_r;chewgl
53689269;PD;1;4;bradley_r;chewgl
53689270;PD;1;4;bradley_r;chewgl
53689271;PD;1;4;bradley_r;chewgl
53689272;PD;1;4;bradley_r;chewgl
53689273;PD;1;4;bradley_r;chewgl
53689274;PD;1;4;bradley_r;chewgl
53689275;PD;1;4;bradley_r;chewgl
53689276;PD;1;4;bradley_r;chewgl
53689277;PD;1;4;bradley_r;chewgl
53689278;PD;1;4;bradley_r;chewgl
53689279;PD;1;4;bradley_r;chewgl
53689280;PD;1;4;bradley_r;chewgl
53689281;PD;1;4;bradley_r;chewgl
53689282;PD;1;4;bradley_r;chewgl
53689283;PD;1;4;bradley_r;chewgl
53689284;PD;1;4;bradley_r;chewgl
53689285;PD;1;4;bradley_r;chewgl
53689286;PD;1;4;bradley_r;chewgl
53689287;PD;1;4;bradley_r;chewgl
53689288;PD;1;4;bradley_r;chewgl
53689289;PD;1;4;bradley_r;chewgl
53689290;PD;1;4;bradley_r;chewgl
53689291;PD;1;4;bradley_r;chewgl
53689292;PD;1;4;bradley_r;chewgl
